date,city,AWND,PRCP,RHMN,SNWD,TMAX,TMIN,PM25,aqi,state,wind_direction
2025-01-15,Albany,10.7,0.0,,0.0,77.0,16.0,2.991667,16.0,New York,310
2025-01-15,Syracuse,9.4,0.05,,13.0,27.0,19.0,3.829167,21.0,New York,281
2025-01-16,Albany,6.5,0.02,,0.0,28.0,21.0,6.0,33.0,New York,162
2025-01-16,Syracuse,6.9,0.03,,11.8,27.0,19.0,8.2125,46.0,New York,207
2025-01-17,Albany,5.1,0.0,,0.0,33.0,13.0,20.85,73.0,New York,148
2025-01-17,Syracuse,10.1,0.01,,11.8,37.0,27.0,11.391667,55.0,New York,225
2025-01-18,Albany,11.4,0.0,,0.0,39.0,32.0,10.466667,53.0,New York,166
2025-01-18,Syracuse,10.5,0.11,,9.8,40.0,33.0,7.891667,43.0,New York,199
2025-01-19,Albany,10.5,0.16,,0.0,38.0,18.0,2.2,12.0,New York,339
2025-01-19,Syracuse,11.2,0.0,,7.9,33.0,14.0,2.0,11.0,New York,326
2025-01-20,Albany,9.4,0.02,,3.1,19.0,0.0,3.55,19.0,New York,303
2025-01-20,Syracuse,7.6,0.01,,7.1,20.0,10.0,3.270833,18.0,New York,256
2025-01-21,Albany,5.6,0.0,,3.1,16.0,-3.0,9.670833,52.0,New York,220
2025-01-21,Syracuse,12.1,0.0,,7.1,16.0,8.0,5.516667,31.0,New York,218
2025-01-22,Albany,3.4,0.0,,2.0,18.0,-9.0,11.3,55.0,New York,162
2025-01-22,Syracuse,7.6,0.0,,7.1,17.0,3.0,7.570833,42.0,New York,216
2025-01-23,Albany,8.7,0.0,,2.0,25.0,7.0,14.6375,61.0,New York,166
2025-01-23,Syracuse,9.4,0.0,,5.9,29.0,16.0,9.258333,51.0,New York,205
2025-01-24,Albany,5.8,0.0,,2.0,29.0,9.0,14.633333,61.0,New York,287
2025-01-24,Syracuse,8.7,0.03,,7.1,27.0,16.0,8.35,46.0,New York,256
2025-01-25,Albany,5.6,0.0,,2.0,28.0,7.0,10.879167,54.0,New York,160
2025-01-25,Syracuse,6.7,0.0,,7.1,29.0,11.0,8.2,46.0,New York,217
2025-01-26,Albany,10.7,0.0,,1.2,38.0,18.0,10.254167,53.0,New York,239
2025-01-26,Syracuse,15.7,0.0,,5.9,36.0,18.0,6.154167,34.0,New York,246
2025-01-27,Albany,9.4,0.0,,1.2,41.0,13.0,7.0625,39.0,New York,178
2025-01-27,Syracuse,18.1,0.0,,5.1,38.0,25.0,4.375,24.0,New York,232
2025-01-28,Albany,12.3,0.08,,1.2,36.0,18.0,2.4,13.0,New York,286
2025-01-28,Syracuse,14.3,0.2,,5.9,35.0,20.0,2.895833,16.0,New York,276
2025-01-29,Albany,15.2,0.09,,3.1,42.0,19.0,4.129167,23.0,New York,266
2025-01-29,Syracuse,17.2,0.1,,7.9,40.0,21.0,3.754167,21.0,New York,273
2025-01-30,Albany,10.3,0.01,,2.0,28.0,14.0,3.0,17.0,New York,314
2025-01-30,Syracuse,9.8,0.0,,9.1,33.0,18.0,2.716667,15.0,New York,226
2025-01-31,Albany,7.2,0.35,,1.2,37.0,27.0,10.2,53.0,New York,167
2025-01-31,Syracuse,4.7,0.42,,7.9,37.0,23.0,6.7,37.0,New York,219
2025-02-01,Albany,10.7,0.02,,3.9,32.0,5.0,5.1,28.0,New York,345
2025-02-01,Syracuse,10.5,0.0,,7.9,28.0,4.0,3.641667,20.0,New York,340
2025-02-02,Albany,3.1,0.11,,5.1,25.0,-4.0,5.3875,29.0,New York,165
2025-02-02,Syracuse,8.1,0.22,,7.1,27.0,1.0,5.429167,30.0,New York,120
2025-02-03,Albany,8.5,0.01,,5.9,40.0,25.0,8.8,49.0,New York,166
2025-02-03,Syracuse,4.0,0.2,,9.1,43.0,25.0,9.504348,52.0,New York,227
2025-02-04,Albany,12.5,0.04,,3.1,37.0,20.0,3.4375,19.0,New York,314
2025-02-04,Syracuse,12.8,0.02,,7.9,34.0,21.0,2.7625,15.0,New York,303
2025-02-05,Albany,7.2,0.0,,3.1,24.0,10.0,3.270833,18.0,New York,313
2025-02-05,Syracuse,3.8,0.0,,7.9,26.0,13.0,3.825,21.0,New York,213
2025-02-06,Albany,6.5,0.23,,3.1,34.0,9.0,5.0,28.0,New York,161
2025-02-06,Syracuse,9.8,0.19,,7.9,40.0,13.0,6.0,33.0,New York,210
2025-02-07,Albany,14.1,0.0,,3.9,37.0,25.0,5.345833,29.0,New York,299
2025-02-07,Syracuse,18.8,0.0,,9.1,38.0,23.0,4.591667,25.0,New York,262
2025-02-08,Albany,5.6,0.25,,3.9,31.0,19.0,5.275,29.0,New York,311
2025-02-08,Syracuse,8.9,0.37,,7.9,30.0,22.0,6.666667,37.0,New York,214
2025-02-09,Albany,6.7,0.17,,7.9,33.0,23.0,4.3,24.0,New York,314
2025-02-09,Syracuse,9.6,0.04,,13.0,32.0,25.0,4.783333,26.0,New York,276
2025-02-10,Albany,9.6,0.0,,7.1,31.0,13.0,4.279167,23.0,New York,292
2025-02-10,Syracuse,12.8,0.0,,13.0,29.0,22.0,5.3375,29.0,New York,252
2025-02-11,Albany,2.9,0.0,,7.1,30.0,7.0,11.8,56.0,New York,177
2025-02-11,Syracuse,7.4,0.0,,11.0,33.0,15.0,12.1875,57.0,New York,235
2025-02-12,Albany,4.9,0.02,,5.9,27.0,12.0,6.5,36.0,New York,325
2025-02-12,Syracuse,6.9,0.08,,11.0,28.0,6.0,9.6,52.0,New York,85
2025-02-13,Albany,12.5,0.24,,5.9,39.0,21.0,4.875,27.0,New York,206
2025-02-13,Syracuse,17.7,0.16,,11.0,44.0,27.0,3.070833,17.0,New York,214
2025-02-14,Albany,12.1,0.0,,5.1,29.0,20.0,3.265217,18.0,New York,309
2025-02-14,Syracuse,13.9,0.25,,15.0,27.0,23.0,5.029167,28.0,New York,262
2025-02-15,Albany,4.3,0.18,,7.1,28.0,17.0,8.154167,45.0,New York,143
2025-02-15,Syracuse,10.5,0.18,,14.2,30.0,18.0,7.4875,41.0,New York,99
2025-02-16,Albany,5.8,0.91,,7.1,35.0,24.0,6.254167,34.0,New York,227
2025-02-16,Syracuse,13.4,0.97,,15.0,34.0,22.0,4.65,26.0,New York,321
2025-02-17,Albany,19.5,0.03,,7.9,25.0,17.0,2.654167,14.0,New York,304
2025-02-17,Syracuse,21.0,0.14,,20.9,23.0,13.0,2.9,16.0,New York,266
2025-02-18,Albany,14.8,0.0,,7.1,21.0,13.0,2.0,11.0,New York,296
2025-02-18,Syracuse,22.8,0.0,,24.0,21.0,12.0,2.7,15.0,New York,258
2025-02-19,Albany,14.3,0.0,,7.1,22.0,12.0,2.573913,14.0,New York,317
2025-02-19,Syracuse,7.4,0.05,,20.9,21.0,12.0,3.491667,19.0,New York,282
2025-02-20,Albany,8.5,0.0,,5.9,25.0,6.0,5.341667,29.0,New York,328
2025-02-20,Syracuse,7.8,0.02,,22.0,21.0,11.0,4.425,24.0,New York,297
2025-02-21,Albany,17.2,0.0,,5.9,23.0,16.0,2.2,12.0,New York,313
2025-02-21,Syracuse,12.5,0.02,,22.0,21.0,16.0,2.991667,16.0,New York,289
2025-02-22,Albany,5.8,0.0,,5.9,36.0,17.0,5.945833,33.0,New York,66
2025-02-22,Syracuse,8.7,0.01,,22.0,38.0,20.0,6.995833,38.0,New York,235
2025-02-23,Albany,7.2,0.0,,5.9,35.0,28.0,14.791667,61.0,New York,299
2025-02-23,Syracuse,8.9,0.0,,18.9,34.0,28.0,15.304167,63.0,New York,261
2025-02-24,Albany,11.0,0.0,,5.9,45.0,30.0,14.7,61.0,New York,173
2025-02-24,Syracuse,10.5,0.0,,16.9,48.0,31.0,7.3,41.0,New York,198
2025-02-25,Albany,6.3,0.03,,5.9,48.0,35.0,12.370833,57.0,New York,163
2025-02-25,Syracuse,4.9,0.13,,13.0,45.0,37.0,11.341667,55.0,New York,223
2025-02-26,Albany,9.8,0.0,,3.9,44.0,30.0,7.816667,43.0,New York,301
2025-02-26,Syracuse,8.1,0.0,,11.0,41.0,31.0,9.525,52.0,New York,269
2025-02-27,Albany,7.2,0.33,,2.0,44.0,32.0,4.9,27.0,New York,167
2025-02-27,Syracuse,10.1,0.42,,7.9,46.0,33.0,5.441667,30.0,New York,226
2025-02-28,Albany,11.0,0.0,,0.0,40.0,34.0,3.2375,18.0,New York,296
2025-02-28,Syracuse,13.0,0.0,,5.9,46.0,29.0,3.7875,21.0,New York,249
2025-03-01,Albany,15.7,0.0,,0.0,47.0,19.0,3.975,22.0,New York,268
2025-03-01,Syracuse,15.9,0.02,,5.1,47.0,16.0,3.229167,18.0,New York,268
2025-03-02,Albany,15.4,0.0,,0.0,21.0,11.0,2.8,16.0,New York,317
2025-03-02,Syracuse,11.4,0.03,,7.1,21.0,9.0,3.2,18.0,New York,297
2025-03-03,Albany,5.8,0.0,,0.0,33.0,7.0,5.045833,28.0,New York,326
2025-03-03,Syracuse,3.6,0.01,,7.9,33.0,17.0,5.858333,32.0,New York,232
2025-03-04,Albany,9.2,0.0,,0.0,48.0,23.0,11.108333,55.0,New York,169
2025-03-04,Syracuse,5.4,0.0,,7.9,52.0,27.0,7.829167,43.0,New York,192
2025-03-05,Albany,11.0,0.33,,0.0,57.0,40.0,5.7,32.0,New York,168
2025-03-05,Syracuse,10.5,0.23,,5.1,57.0,43.0,4.379167,24.0,New York,173
2025-03-06,Albany,12.8,0.06,,0.0,50.0,30.0,2.620833,14.0,New York,306
2025-03-06,Syracuse,15.0,0.22,,2.0,49.0,29.0,2.441667,13.0,New York,263
2025-03-07,Albany,21.3,0.0,,0.0,39.0,27.0,1.6,9.0,New York,304
2025-03-07,Syracuse,16.1,0.0,,3.1,37.0,28.0,2.129167,12.0,New York,281
2025-03-08,Albany,17.0,0.0,,0.0,35.0,23.0,2.1,12.0,New York,297
2025-03-08,Syracuse,18.1,0.06,,3.1,34.0,27.0,1.5,8.0,New York,281
2025-03-09,Albany,8.1,0.0,,0.0,44.0,26.0,4.308333,24.0,New York,285
2025-03-09,Syracuse,10.3,0.0,,1.2,47.0,27.0,3.9625,22.0,New York,255
2025-03-10,Albany,7.4,0.0,,0.0,59.0,27.0,5.316667,29.0,New York,283
2025-03-10,Syracuse,8.5,0.0,,0.0,56.0,37.0,4.5,25.0,New York,238
2025-03-11,Albany,14.1,0.0,,0.0,71.0,26.0,6.1,34.0,New York,194
2025-03-11,Syracuse,12.1,0.0,,0.0,70.0,30.0,4.654167,26.0,New York,235
2025-03-12,Albany,8.3,0.0,,0.0,41.0,31.0,2.4125,13.0,New York,340
2025-03-12,Syracuse,5.4,0.0,,0.0,37.0,25.0,2.4625,13.0,New York,39
2025-03-13,Albany,7.4,0.0,,0.0,55.0,29.0,3.658333,20.0,New York,162
2025-03-13,Syracuse,7.4,0.0,,0.0,59.0,31.0,5.358333,29.0,New York,152
2025-03-14,Albany,7.2,0.0,,0.0,62.0,29.0,6.2,34.0,New York,167
2025-03-14,Syracuse,5.6,0.0,,0.0,64.0,27.0,8.1,45.0,New York,165
2025-03-15,Albany,16.1,0.0,,0.0,55.0,41.0,9.454167,52.0,New York,164
2025-03-15,Syracuse,15.2,0.0,,0.0,69.0,47.0,13.975,60.0,New York,176
2025-03-16,Albany,16.8,0.47,,0.0,68.0,49.0,6.858333,38.0,New York,167
2025-03-16,Syracuse,17.4,0.21,,0.0,73.0,51.0,5.7375,32.0,New York,184
2025-03-17,Albany,11.0,0.27,,0.0,54.0,34.0,2.1,12.0,New York,313
2025-03-17,Syracuse,10.7,0.01,,0.0,51.0,27.0,3.1,17.0,New York,301
2025-03-18,Albany,4.3,0.0,,0.0,55.0,27.0,3.945833,22.0,New York,328
2025-03-18,Syracuse,5.6,0.0,,0.0,62.0,24.0,3.3625,18.0,New York,189
2025-03-19,Albany,11.2,0.0,,0.0,73.0,30.0,5.190909,28.0,New York,167
2025-03-19,Syracuse,12.8,0.0,,0.0,76.0,37.0,5.116667,28.0,New York,176
2025-03-20,Albany,15.2,0.34,,0.0,67.0,44.0,2.6,14.0,New York,164
2025-03-20,Syracuse,14.5,0.0,,0.0,69.0,35.0,4.9,27.0,New York,207
2025-03-21,Albany,16.8,0.1,,0.0,47.0,28.0,2.658333,14.0,New York,314
2025-03-21,Syracuse,12.5,0.0,,0.0,44.0,30.0,2.9,16.0,New York,302
2025-03-22,Albany,11.6,0.01,,0.0,59.0,25.0,4.1,23.0,New York,242
2025-03-22,Syracuse,14.8,0.04,,0.0,55.0,26.0,3.7125,21.0,New York,253
2025-03-23,Albany,10.3,0.0,,0.0,41.0,22.0,4.6,26.0,New York,314
2025-03-23,Syracuse,8.1,0.0,,0.0,36.0,20.0,4.1,23.0,New York,323
2025-03-24,Albany,8.7,0.08,,0.0,43.0,32.0,5.6,31.0,New York,166
2025-03-24,Syracuse,15.0,0.07,,0.0,59.0,33.0,5.666667,31.0,New York,212
2025-03-25,Albany,5.8,0.0,,0.0,46.0,29.0,6.5125,36.0,New York,257
2025-03-25,Syracuse,13.4,0.0,,0.0,42.0,31.0,4.3375,24.0,New York,253
2025-03-26,Albany,7.8,0.0,,0.0,45.0,22.0,4.6,26.0,New York,305
2025-03-26,Syracuse,10.7,0.01,,0.0,38.0,27.0,3.0,17.0,New York,275
2025-03-27,Albany,10.1,0.0,,0.0,48.0,27.0,3.933333,22.0,New York,298
2025-03-27,Syracuse,10.1,0.03,,0.0,48.0,24.0,3.566667,19.0,New York,253
2025-03-28,Albany,7.4,0.0,,0.0,56.0,30.0,3.391667,18.0,New York,323
2025-03-28,Syracuse,6.5,0.02,,0.0,47.0,34.0,4.233333,23.0,New York,233
2025-03-29,Albany,6.7,0.1,,0.0,43.0,33.0,2.3,13.0,New York,343
2025-03-29,Syracuse,5.8,0.17,,0.0,43.0,35.0,6.229167,34.0,New York,275
2025-03-30,Albany,10.5,0.17,,0.0,47.0,33.0,4.65,26.0,New York,163
2025-03-30,Syracuse,7.6,0.05,,0.0,60.0,36.0,5.9,33.0,New York,158
2025-03-31,Albany,14.3,0.0,,0.0,74.0,44.0,5.9875,33.0,New York,194
2025-03-31,Syracuse,15.2,0.02,,0.0,73.0,35.0,5.404167,30.0,New York,241
2025-04-01,Albany,16.6,0.0,,0.0,49.0,32.0,1.9,11.0,New York,319
2025-04-01,Syracuse,12.5,0.0,,0.0,41.0,29.0,3.0,17.0,New York,313
2025-04-02,Albany,6.9,0.57,,0.0,47.0,28.0,3.583333,19.0,New York,120
2025-04-02,Syracuse,11.4,0.62,,0.0,42.0,26.0,3.620833,20.0,New York,102
2025-04-03,Albany,13.4,0.28,,0.0,68.0,39.0,3.533333,19.0,New York,164
2025-04-03,Syracuse,13.6,0.13,,0.0,72.0,42.0,4.120833,23.0,New York,218
2025-04-04,Albany,12.3,0.0,,0.0,63.0,43.0,2.6,14.0,New York,308
2025-04-04,Syracuse,8.9,0.0,,0.0,50.0,38.0,2.333333,13.0,New York,304
2025-04-05,Albany,8.7,0.54,,0.0,47.0,42.0,2.983333,16.0,New York,163
2025-04-05,Syracuse,10.5,0.3,,0.0,55.0,39.0,3.295833,18.0,New York,160
2025-04-06,Albany,11.4,0.06,,0.0,51.0,41.0,3.504167,19.0,New York,296
2025-04-06,Syracuse,10.7,0.04,,0.0,46.0,38.0,3.3625,18.0,New York,287
2025-04-07,Albany,4.7,0.12,,0.0,41.0,33.0,2.2,12.0,New York,233
2025-04-07,Syracuse,6.7,0.09,,0.0,49.0,33.0,2.9,16.0,New York,241
2025-04-08,Albany,17.7,0.02,,0.0,39.0,27.0,3.475,19.0,New York,291
2025-04-08,Syracuse,18.1,0.09,,0.0,33.0,24.0,3.0625,17.0,New York,279
2025-04-09,Albany,10.3,0.0,,0.0,43.0,25.0,3.4625,19.0,New York,310
2025-04-09,Syracuse,7.2,0.01,,3.1,41.0,24.0,3.420833,19.0,New York,269
2025-04-10,Albany,5.8,0.19,,0.0,50.0,26.0,4.8,27.0,New York,168
2025-04-10,Syracuse,8.3,0.27,,0.0,44.0,25.0,5.441667,30.0,New York,97
2025-04-11,Albany,5.8,0.13,,0.0,51.0,35.0,4.179167,23.0,New York,152
2025-04-11,Syracuse,5.8,0.05,,0.0,44.0,36.0,6.333333,35.0,New York,56
2025-04-12,Albany,7.2,0.4,,0.0,43.0,33.0,2.720833,15.0,New York,350
2025-04-12,Syracuse,4.7,0.09,,0.0,46.0,39.0,5.716667,32.0,New York,356
2025-04-13,Albany,6.7,0.0,,0.0,57.0,35.0,3.1,17.0,New York,344
2025-04-13,Syracuse,8.5,0.0,,0.0,59.0,34.0,5.479167,30.0,New York,305
2025-04-14,Albany,4.5,0.0,,0.0,66.0,29.0,6.843478,38.0,New York,155
2025-04-14,Syracuse,8.3,0.0,,0.0,66.0,34.0,4.1875,23.0,New York,185
2025-04-15,Albany,12.5,0.15,,0.0,66.0,38.0,4.85,27.0,New York,277
2025-04-15,Syracuse,15.4,0.22,,0.0,60.0,35.0,3.433333,19.0,New York,265
2025-04-16,Albany,18.6,0.0,,0.0,46.0,37.0,1.6,9.0,New York,297
2025-04-16,Syracuse,16.3,0.09,,0.0,40.0,32.0,1.791667,9.0,New York,284
2025-04-17,Albany,13.9,0.0,,0.0,56.0,37.0,2.791667,15.0,New York,306
2025-04-17,Syracuse,8.1,0.0,,0.0,53.0,30.0,2.7,15.0,New York,286
2025-04-18,Albany,11.2,0.0,,0.0,71.0,29.0,5.979167,33.0,New York,167
2025-04-18,Syracuse,11.4,0.0,,0.0,74.0,29.0,6.35,35.0,New York,181
2025-04-19,Albany,12.3,0.19,,0.0,81.0,58.0,9.2,51.0,New York,183
2025-04-19,Syracuse,13.6,0.14,,0.0,75.0,45.0,8.770833,48.0,New York,237
2025-04-20,Albany,14.3,0.0,,0.0,60.0,43.0,2.441667,13.0,New York,310
2025-04-20,Syracuse,9.4,0.0,,0.0,52.0,35.0,1.975,11.0,New York,311
2025-04-21,Albany,9.4,0.01,,0.0,62.0,34.0,4.654167,26.0,New York,168
2025-04-21,Syracuse,10.1,0.02,,0.0,70.0,33.0,4.65,26.0,New York,152
2025-04-22,Albany,9.6,0.05,,0.0,72.0,48.0,4.3,24.0,New York,291
2025-04-22,Syracuse,10.5,0.0,,0.0,62.0,44.0,3.979167,22.0,New York,268
2025-04-23,Albany,8.7,0.0,,0.0,69.0,40.0,3.916667,22.0,New York,306
2025-04-23,Syracuse,4.7,0.0,,0.0,67.0,37.0,3.7625,21.0,New York,281
2025-04-24,Albany,4.5,0.0,,0.0,79.0,42.0,6.929167,38.0,New York,280
2025-04-24,Syracuse,4.9,0.02,,0.0,79.0,46.0,5.804167,32.0,New York,212
2025-04-25,Albany,4.0,0.05,,0.0,78.0,52.0,10.9,54.0,New York,157
2025-04-25,Syracuse,4.9,0.1,,0.0,73.0,50.0,10.675,54.0,New York,159
2025-04-26,Albany,12.8,0.73,,0.0,69.0,45.0,3.829167,21.0,New York,199
2025-04-26,Syracuse,10.7,0.87,,0.0,63.0,41.0,4.008333,22.0,New York,273
2025-04-27,Albany,12.3,0.01,,0.0,56.0,38.0,1.133333,6.0,New York,320
2025-04-27,Syracuse,14.8,0.08,,0.0,61.0,41.0,2.225,12.0,New York,307
2025-04-28,Albany,3.1,0.0,,0.0,76.0,34.0,5.3,29.0,New York,315
2025-04-28,Syracuse,4.5,0.0,,,71.0,38.0,3.720833,21.0,New York,217
2025-04-29,Albany,12.1,0.32,,0.0,84.0,51.0,6.7625,37.0,New York,166
2025-04-29,Syracuse,14.1,0.68,,0.0,87.0,50.0,5.741667,32.0,New York,212
2025-04-30,Albany,15.2,0.0,,0.0,66.0,48.0,2.179167,12.0,New York,304
2025-04-30,Syracuse,10.5,0.0,,0.0,54.0,41.0,1.495833,8.0,New York,300
2025-05-01,Albany,8.1,0.0,,0.0,73.0,43.0,3.7,21.0,New York,159
2025-05-01,Syracuse,6.7,0.02,,0.0,74.0,41.0,4.0,22.0,New York,116
2025-05-02,Albany,9.4,0.07,,0.0,82.0,57.0,7.0,39.0,New York,180
2025-05-02,Syracuse,9.2,0.07,,0.0,76.0,57.0,5.204167,29.0,New York,229
2025-05-03,Albany,3.8,0.45,,0.0,69.0,54.0,5.095833,28.0,New York,344
2025-05-03,Syracuse,5.4,0.22,,0.0,60.0,48.0,3.633333,20.0,New York,306
2025-05-04,Albany,6.0,1.27,,0.0,58.0,52.0,3.2,18.0,New York,338
2025-05-04,Syracuse,4.5,0.23,,0.0,59.0,48.0,3.425,19.0,New York,42
2025-05-05,Albany,5.4,1.01,,0.0,62.0,54.0,2.5625,14.0,New York,315
2025-05-05,Syracuse,12.3,0.31,,0.0,69.0,56.0,1.320833,7.0,New York,90
2025-05-06,Albany,7.2,0.41,,0.0,72.0,56.0,2.991667,16.0,New York,161
2025-05-06,Syracuse,9.2,1.45,,0.0,68.0,54.0,2.3375,13.0,New York,165
2025-05-07,Albany,8.7,0.0,,0.0,67.0,55.0,4.5,25.0,New York,220
2025-05-07,Syracuse,8.1,0.39,,0.0,64.0,54.0,3.6,20.0,New York,263
2025-05-08,Albany,5.8,0.0,,0.0,62.0,48.0,4.070833,22.0,New York,347
2025-05-08,Syracuse,8.3,0.01,,0.0,55.0,44.0,3.216667,18.0,New York,329
2025-05-09,Albany,8.5,1.92,,0.0,49.0,45.0,2.1125,12.0,New York,346
2025-05-09,Syracuse,6.9,0.4,,0.0,48.0,43.0,4.320833,24.0,New York,318
2025-05-10,Albany,11.6,0.08,,0.0,69.0,47.0,3.0,17.0,New York,308
2025-05-10,Syracuse,9.6,0.09,,0.0,69.0,44.0,4.145833,23.0,New York,284
2025-05-11,Albany,5.8,0.0,,0.0,69.0,45.0,5.3375,29.0,New York,323
2025-05-11,Syracuse,7.4,0.0,,0.0,61.0,44.0,3.258333,18.0,New York,331
2025-05-12,Albany,7.2,0.0,,0.0,78.0,40.0,6.2,34.0,New York,162
2025-05-12,Syracuse,4.7,0.0,,0.0,82.0,39.0,5.533333,31.0,New York,202
2025-05-13,Albany,6.5,0.0,,0.0,79.0,52.0,9.5,52.0,New York,159
2025-05-13,Syracuse,7.8,0.04,,0.0,75.0,56.0,8.2,46.0,New York,139
2025-05-14,Albany,4.9,0.0,,0.0,72.0,61.0,6.183333,34.0,New York,155
2025-05-14,Syracuse,9.4,0.02,,0.0,70.0,60.0,3.504167,19.0,New York,118
2025-05-15,Albany,5.8,0.0,,0.0,80.0,62.0,5.495833,30.0,New York,172
2025-05-15,Syracuse,3.6,0.0,,0.0,76.0,60.0,4.016667,22.0,New York,175
2025-05-16,Albany,10.1,0.01,,0.0,80.0,65.0,7.2,40.0,New York,170
2025-05-16,Syracuse,6.3,0.03,,0.0,83.0,59.0,5.658333,31.0,New York,194
2025-05-17,Albany,11.2,0.03,,0.0,83.0,59.0,7.879167,43.0,New York,177
2025-05-17,Syracuse,9.6,0.33,,0.0,82.0,55.0,6.754167,37.0,New York,239
2025-05-18,Albany,12.3,0.02,,0.0,61.0,50.0,2.4625,13.0,New York,289
2025-05-18,Syracuse,12.5,0.18,,0.0,57.0,47.0,3.0875,17.0,New York,281
2025-05-19,Albany,15.7,0.0,,0.0,58.0,47.0,1.4,8.0,New York,312
2025-05-19,Syracuse,10.5,0.0,,0.0,52.0,44.0,1.6,9.0,New York,318
2025-05-20,Albany,9.6,0.0,,0.0,60.0,45.0,2.545833,14.0,New York,346
2025-05-20,Syracuse,5.6,0.0,,0.0,57.0,43.0,2.320833,13.0,New York,339
2025-05-21,Albany,5.8,0.06,,0.0,56.0,45.0,3.908333,22.0,New York,137
2025-05-21,Syracuse,10.3,0.13,,0.0,57.0,44.0,2.733333,15.0,New York,115
2025-05-22,Albany,4.5,0.2,,0.0,53.0,44.0,2.2,12.0,New York,127
2025-05-22,Syracuse,11.0,0.52,,0.0,52.0,45.0,0.8375,4.0,New York,100
2025-05-23,Albany,4.7,0.12,,0.0,52.0,43.0,2.7375,15.0,New York,261
2025-05-23,Syracuse,9.2,0.42,,0.0,52.0,45.0,2.183333,12.0,New York,251
2025-05-24,Albany,10.1,0.04,,0.0,60.0,48.0,1.895833,10.0,New York,295
2025-05-24,Syracuse,11.0,0.13,,0.0,57.0,47.0,1.895833,10.0,New York,283
2025-05-25,Albany,8.7,0.02,,0.0,63.0,50.0,2.1,12.0,New York,309
2025-05-25,Syracuse,9.2,0.01,,0.0,63.0,44.0,3.0,17.0,New York,290
2025-05-26,Albany,4.3,0.03,,0.0,71.0,45.0,4.183333,23.0,New York,318
2025-05-26,Syracuse,3.1,0.0,,0.0,71.0,42.0,4.016667,22.0,New York,275
2025-05-27,Albany,2.9,0.0,,0.0,77.0,44.0,6.108333,34.0,New York,172
2025-05-27,Syracuse,2.0,0.0,,0.0,76.0,45.0,4.525,25.0,New York,170
2025-05-28,Albany,6.9,0.0,,0.0,77.0,50.0,6.4,36.0,New York,177
2025-05-28,Syracuse,5.8,0.0,,0.0,73.0,48.0,4.245833,23.0,New York,171
2025-05-29,Albany,4.0,0.02,,0.0,68.0,55.0,3.9875,22.0,New York,174
2025-05-29,Syracuse,5.8,0.14,,0.0,71.0,55.0,2.429167,13.0,New York,207
2025-05-30,Albany,4.5,0.0,,0.0,78.0,55.0,6.258333,34.0,New York,218
2025-05-30,Syracuse,6.9,0.0,,0.0,76.0,54.0,6.05,33.0,New York,248
2025-05-31,Albany,11.9,1.67,,0.0,63.0,48.0,3.2,18.0,New York,300
2025-05-31,Syracuse,10.7,0.15,,0.0,61.0,47.0,4.9,27.0,New York,288
2025-06-01,Albany,10.1,0.0,,0.0,60.0,46.0,2.545833,14.0,New York,283
2025-06-01,Syracuse,12.1,0.0,,0.0,59.0,47.0,2.270833,12.0,New York,276
2025-06-02,Albany,5.8,0.0,,0.0,71.0,44.0,3.854167,21.0,New York,287
2025-06-02,Syracuse,,0.0,,0.0,71.0,48.0,3.283333,18.0,New York,256
2025-06-03,Albany,4.7,0.0,,0.0,79.0,42.0,6.6,37.0,New York,167
2025-06-03,Syracuse,,0.0,,0.0,81.0,45.0,7.158333,39.0,New York,196
2025-06-04,Albany,7.6,0.0,,0.0,87.0,56.0,12.570833,57.0,New York,167
2025-06-04,Syracuse,,0.0,,0.0,91.0,54.0,14.308333,61.0,New York,206
2025-06-05,Albany,4.0,0.1,,0.0,90.0,64.0,25.245833,81.0,New York,160
2025-06-05,Syracuse,,0.0,,0.0,84.0,63.0,11.916667,56.0,New York,283
2025-06-06,Albany,3.8,1.04,,0.0,82.0,66.0,8.7,48.0,New York,320
2025-06-06,Syracuse,2.2,0.43,,0.0,74.0,62.0,6.7,37.0,New York,346
2025-06-07,Albany,3.8,1.74,,0.0,73.0,59.0,16.458333,65.0,New York,338
2025-06-07,Syracuse,6.5,0.07,,0.0,80.0,58.0,32.991667,95.0,New York,340
2025-06-08,Albany,5.6,0.0,,0.0,78.0,56.0,32.445833,94.0,New York,170
2025-06-08,Syracuse,5.6,0.09,,0.0,78.0,52.0,36.5625,103.0,New York,113
2025-06-09,Albany,6.7,0.19,,0.0,66.0,60.0,18.1,68.0,New York,170
2025-06-09,Syracuse,8.7,1.04,,0.0,82.0,60.0,6.6,37.0,New York,168
2025-06-10,Albany,6.5,0.56,,0.0,74.0,56.0,7.070833,39.0,New York,182
2025-06-10,Syracuse,8.3,0.34,,0.0,76.0,61.0,7.1625,39.0,New York,235
2025-06-11,Albany,5.8,0.0,,0.0,79.0,52.0,20.175,71.0,New York,229
2025-06-11,Syracuse,6.7,0.0,,0.0,80.0,57.0,16.236364,64.0,New York,247
2025-06-12,Albany,11.0,0.0,,0.0,80.0,59.0,18.4,68.0,New York,286
2025-06-12,Syracuse,11.2,0.0,,0.0,74.0,58.0,15.0,62.0,New York,276
2025-06-13,Albany,6.0,0.03,,0.0,71.0,56.0,10.691304,54.0,New York,348
