Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,2,Central New York,25-2052,"Special Education Teachers, Kindergarten and Elementary School",750,71787,69816,57046,79157
10,2,Central New York,25-2057,"Special Education Teachers, Middle School",540,74700,76381,61666,81217
10,2,Central New York,25-2058,"Special Education Teachers, Secondary School",700,74976,75489,59465,82732
10,2,Central New York,25-2059,"Special Education Teachers, All Other",,60714,55160,44511,68816
10,2,Central New York,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,100,64832,65663,42734,75882
10,2,Central New York,25-3021,Self-Enrichment Education Teachers,560,54701,47042,35291,64406
10,2,Central New York,25-3031,"Substitute Teachers, Short-Term",1690,42815,37074,33692,47376
10,2,Central New York,25-3041,Tutors,210,62834,53274,35836,76335
10,2,Central New York,25-3099,"Teachers and Instructors, All Other",60,71575,74527,48031,83347
10,2,Central New York,25-4011,Archivists,,82912,75009,43919,102409
10,2,Central New York,25-4013,Museum Technicians and Conservators,,45102,39430,33105,51102
10,2,Central New York,25-4022,Librarians and Media Collections Specialists,460,69639,69825,50673,79122
10,2,Central New York,25-4031,Library Technicians,210,48593,49818,33583,56098
10,2,Central New York,25-9031,Instructional Coordinators,600,81045,80242,53472,94831
10,2,Central New York,25-9044,"Teaching Assistants, Postsecondary",,59310,64732,44008,66961
10,2,Central New York,25-9045,"Teaching Assistants, Except Postsecondary",5560,38219,36639,32240,41263
10,2,Central New York,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",4130,74825,58576,38938,92768
10,2,Central New York,27-1011,Art Directors,60,125888,108516,68697,154482
10,2,Central New York,27-1014,Multimedia Artists and Animators,,109800,99986,65219,132090
10,2,Central New York,27-1021,Commercial and Industrial Designers,70,90518,85369,63454,104051
10,2,Central New York,27-1023,Floral Designers,80,42260,38282,35465,45658
10,2,Central New York,27-1024,Graphic Designers,330,61459,55184,42583,70898
10,2,Central New York,27-1025,Interior Designers,80,60290,54722,41307,69781
10,2,Central New York,27-1026,Merchandise Displayers and Window Trimmers,360,41678,38665,35184,44924
10,2,Central New York,27-2012,Producers and Directors,270,105656,72017,44650,136159
10,2,Central New York,27-2022,Coaches and Scouts,520,61514,50317,35564,74489
10,2,Central New York,27-2023,"Umpires, Referees, and Other Sports Officials",,67335,38631,32608,84698
10,2,Central New York,27-2041,Music Directors and Composers,100,110474,62978,43884,143769
10,2,Central New York,27-3011,Radio and Television Announcers,60,57549,40969,33806,69420
10,2,Central New York,27-3023,"News Analysts, Reporters, and Journalist",90,75591,51812,40407,93183
10,2,Central New York,27-3031,Public Relations Specialists,470,74550,64702,47927,87863
10,2,Central New York,27-3041,Editors,120,74870,66380,49962,87324
10,2,Central New York,27-3042,Technical Writers,100,87353,82739,56794,102634
10,2,Central New York,27-3043,Writers and Authors,60,60028,53209,33710,73187
10,2,Central New York,27-3091,Interpreters and Translators,,57872,51849,33487,70065
10,2,Central New York,27-3092,Court Reporters and Simultaneous Captioners,,86022,79781,61923,98071
10,2,Central New York,27-4012,Broadcast Technicians,,49476,34296,32240,58191
10,2,Central New York,27-4014,Sound Engineering Technicians,,88247,87702,51453,106643
10,2,Central New York,27-4021,Photographers,60,53022,44815,33593,62736
10,2,Central New York,29-0000,Healthcare Practitioners and Technical Occupations,23890,100695,84769,54227,123929
10,2,Central New York,29-1011,Chiropractors,,67814,66756,45138,79153
10,2,Central New York,29-1021,"Dentists, General",240,182711,157301,76375,235879
10,2,Central New York,29-1029,"Dentists, All Other Specialists",,263325,,151969,319002
10,2,Central New York,29-1031,Dietitians and Nutritionists,240,68890,70607,43923,81373
10,2,Central New York,29-1041,Optometrists,130,198781,167843,109837,243254
10,2,Central New York,29-1051,Pharmacists,750,143254,148187,114957,157404
10,2,Central New York,29-1071,Physician Assistants,760,136278,133249,99692,154571
10,2,Central New York,29-1081,Podiatrists,,145345,155518,76940,179546
10,2,Central New York,29-1122,Occupational Therapists,510,87602,84153,64190,99309
10,2,Central New York,29-1123,Physical Therapists,720,91626,91263,65496,104692
10,2,Central New York,29-1124,Radiation Therapists,60,108574,107650,87841,118940
10,2,Central New York,29-1125,Recreational Therapists,80,65913,62611,53523,72108
10,2,Central New York,29-1126,Respiratory Therapists,260,86695,85103,70984,94551
10,2,Central New York,29-1127,Speech-Language Pathologists,560,90705,86891,63465,104325
10,2,Central New York,29-1128,Exercise Physiologists,,58929,53633,52317,62235
10,2,Central New York,29-1129,"Therapists, All Other",,63065,57319,46697,71248
10,2,Central New York,29-1131,Veterinarians,130,133479,131511,85779,157328
10,2,Central New York,29-1141,Registered Nurses,8310,91028,86196,70100,101493
10,2,Central New York,29-1161,Nurse Midwives,,117555,119331,89207,131730
10,2,Central New York,29-1171,Nurse Practitioners,960,133794,130482,104094,148644
10,2,Central New York,29-1181,Audiologists,,91285,82984,74139,99858
10,2,Central New York,29-1212,Cardiologists,50,463150,,274781,
10,2,Central New York,29-1214,Emergency Medicine Physicians,110,255707,209002,133523,316799
10,2,Central New York,29-1215,Family Medicine Physicians,100,234860,226995,136749,283915
10,2,Central New York,29-1216,General Internal Medicine Physicians,280,287676,,135830,363599
10,2,Central New York,29-1218,Obstetricians and Gynecologists,90,289764,,216898,
10,2,Central New York,29-1222,"Physicians, Pathologists",,347243,,213141,
10,2,Central New York,29-1223,Psychiatrists,,242031,232717,115194,305449
10,2,Central New York,29-1224,Radiologists,,359796,,115823,481782
10,2,Central New York,29-1229,"Physicians, All Other",430,293375,,202038,
10,2,Central New York,29-1242,"Orthopedic Surgeons, Except Pediatric",,360406,,219584,
10,2,Central New York,29-1292,Dental Hygienists,540,86257,86648,71255,93759
10,2,Central New York,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",60,96717,89307,65501,112325
10,2,Central New York,29-2010,Clinical Laboratory Technologists and Technicians,500,79204,80012,51274,93169
10,2,Central New York,29-2031,Cardiovascular Technologists and Technicians,120,89080,96357,57988,104626
10,2,Central New York,29-2032,Diagnostic Medical Sonographers,220,94321,93170,75960,103500
10,2,Central New York,29-2033,Nuclear Medicine Technologists,,104118,99470,87904,112225
10,2,Central New York,29-2034,Radiologic Technologists,750,86051,85968,66644,95753
10,2,Central New York,29-2035,Magnetic Resonance Imaging Technologists,100,90757,95861,71466,100404
10,2,Central New York,29-2036,Medical Dosimetrists,,144730,132978,119302,157445
10,2,Central New York,29-2042,Emergency Medical Technicians,540,44268,41898,38254,47275
10,2,Central New York,29-2043,Paramedics,310,63925,63279,54421,68677
10,2,Central New York,29-2051,Dietetic Technicians,,47982,50284,38703,52620
10,2,Central New York,29-2052,Pharmacy Technicians,990,43389,39518,35598,47284
10,2,Central New York,29-2053,Psychiatric Technicians,100,51129,52372,44469,54459
10,2,Central New York,29-2055,Surgical Technologists,280,65457,65255,49448,73461
10,2,Central New York,29-2056,Veterinary Technologists and Technicians,240,53027,50230,45690,56695
10,2,Central New York,29-2057,Ophthalmic Medical Technicians,230,43256,40208,36971,46399
10,2,Central New York,29-2061,Licensed Practical and Licensed Vocational Nurses,2220,59823,59722,49955,64756
10,2,Central New York,29-2072,Medical Records Specialists,410,55579,51768,43175,61781
10,2,Central New York,29-2081,"Opticians, Dispensing",180,66107,63442,50676,73822
10,2,Central New York,29-2091,Orthotists and Prosthetists,,76762,79716,49492,90398
10,2,Central New York,29-2099,"Health Technologists and Technicians, All Other",330,58221,47511,39571,67546
10,2,Central New York,29-9021,Health Information Technologists and Medical Registrars,50,71068,60517,44331,84438
10,2,Central New York,29-9091,Athletic Trainers,80,63204,62514,53479,68067
10,2,Central New York,29-9099,"Healthcare Practitioners and Technical Workers, All Other",90,71936,64824,43780,86014
10,2,Central New York,31-0000,Healthcare Support Occupations,15830,42108,39213,35283,45520
10,2,Central New York,31-1120,Home Health & Personal Care Aides,8750,39525,37620,34396,42089
10,2,Central New York,31-1131,Nursing Assistants,3080,43909,42592,38127,46800
10,2,Central New York,31-1132,Orderlies,250,40740,38248,36073,43074
